restaurant_id,restaurant_name,review,label
445666,"M3레드펍","돈 아깝다는 생각이 들 정도였어요.",negative
445666,"M3레드펍","양도 적당하고 맛도 괜찮았어요.",positive
445666,"M3레드펍","몇 번을 가도 질리지 않는 맛이에요.",positive
445666,"M3레드펍","특별히 흠잡을 데 없이 무난했습니다.",positive
445666,"M3레드펍","자주는 아니어도 가끔 생각날 것 같아요.",positive
445666,"M3레드펍","가격만 비싸고 맛은 최악이었어요.",negative
729580,"메가엠지씨커피신논현역점","서비스도 음식도 평균 이상이었습니다.",positive
729580,"메가엠지씨커피신논현역점","다시는 이 근처도 안 올 것 같아요.",negative
729580,"메가엠지씨커피신논현역점","직원은 친절했지만 음식은 제 취향이 아니었습니다.",negative
729580,"메가엠지씨커피신논현역점","친구한테도 절대 추천 안 할 것 같아요.",negative
729580,"메가엠지씨커피신논현역점","직원은 무뚝뚝했지만 음식 맛은 최고였어요.",positive
729580,"메가엠지씨커피신논현역점","메뉴판이 헷갈렸지만 시킨 음식은 다 맛있었어요.",positive
729580,"메가엠지씨커피신논현역점","정말 최고예요! 다음에 또 올 거예요.",positive
729580,"메가엠지씨커피신논현역점","간이 너무 세서 물을 계속 마셨어요.",negative
729580,"메가엠지씨커피신논현역점","이 정도면 미슐랭감이라고 생각합니다.",positive
729580,"메가엠지씨커피신논현역점","분위기는 평범했지만 맛은 훌륭했어요.",positive
729580,"메가엠지씨커피신논현역점","친구들한테 자신있게 추천할 수 있는 곳이에요.",positive
729580,"메가엠지씨커피신논현역점","맛이 없는 건 아닌데 굳이 다시 갈 정도는 아니에요.",negative
729580,"메가엠지씨커피신논현역점","매장이 좀 정신없고 시끄러웠습니다.",negative
729580,"메가엠지씨커피신논현역점","매장이 좀 정신없고 시끄러웠습니다.",negative
729580,"메가엠지씨커피신논현역점","특별한 감동은 없었지만 꾸준히 갈 만해요.",positive
201407,"핫브레드논현역점","매장이 좀 좁긴 한데 맛으로 커버되는 곳이에요.",positive
201407,"핫브레드논현역점","정말 최고예요! 다음에 또 올 거예요.",positive
201407,"핫브레드논현역점","정말 최고예요! 다음에 또 올 거예요.",positive
201407,"핫브레드논현역점","가격 대비 최악의 경험이었어요.",negative
201407,"핫브레드논현역점","기대 안 했는데 생각보다 괜찮았습니다.",positive
201407,"핫브레드논현역점","가격은 비싸지만 음식은 괜찮았습니다.",positive
201407,"핫브레드논현역점","맛도 서비스도 완벽했습니다. 감동이에요.",positive
201407,"핫브레드논현역점","양도 적당하고 맛도 괜찮았어요.",positive
201407,"핫브레드논현역점","간이 너무 세서 물을 계속 마셨어요.",negative
201407,"핫브레드논현역점","웨이팅은 길었지만 기다릴 만한 맛이었어요.",positive
201407,"핫브레드논현역점","친절하고 음식도 깔끔하게 나왔어요.",positive
201407,"핫브레드논현역점","기대했던 것보다는 별로였어요.",negative
201407,"핫브레드논현역점","서비스도 음식도 평균 이상이었습니다.",positive
201407,"핫브레드논현역점","재료도 신선하고 사장님도 친절하세요. 최고!",positive
201407,"핫브레드논현역점","매장이 좀 좁긴 한데 맛으로 커버되는 곳이에요.",positive
313007,"누들톡신논현역점","매장이 좀 좁긴 한데 맛으로 커버되는 곳이에요.",positive
313007,"누들톡신논현역점","직원 응대가 다소 아쉬웠어요.",negative
313007,"누들톡신논현역점","서비스도 음식도 전부 실망스러웠습니다.",negative
313007,"누들톡신논현역점","청결 상태가 살짝 아쉬웠습니다.",negative
313007,"누들톡신논현역점","리뷰 보고 갔는데 기대 이상이었습니다, 완전 만족.",positive
313007,"누들톡신논현역점","직원분이 너무 무성의하게 응대하셨어요.",negative
313007,"누들톡신논현역점","가족 모임으로 다시 예약했어요, 다들 만족했습니다.",positive
313007,"누들톡신논현역점","직원은 무뚝뚝했지만 음식 맛은 최고였어요.",positive
313007,"누들톡신논현역점","기대했던 것보다는 별로였어요.",negative
313007,"누들톡신논현역점","여기 단골 됐어요, 진심으로 추천합니다.",positive
313007,"누들톡신논현역점","가성비 괜찮고 직원분들도 친절했습니다.",positive
313007,"누들톡신논현역점","서비스도 음식도 전부 실망스러웠습니다.",negative
313007,"누들톡신논현역점","직원 응대가 다소 아쉬웠어요.",negative
313007,"누들톡신논현역점","다음에 또 가도 괜찮을 것 같아요.",positive
313007,"누들톡신논현역점","정말 실망했습니다. 다시는 안 갈 것 같아요.",negative
392052,"에스지푸드논현역마리야","음식은 맛있는데 직원이 불친절했어요.",negative
392052,"에스지푸드논현역마리야","가족 모임으로 다시 예약했어요, 다들 만족했습니다.",positive
392052,"에스지푸드논현역마리야","가격이 조금 비싼 편인 것 같아요.",negative
392052,"에스지푸드논현역마리야","친절하고 음식도 깔끔하게 나왔어요.",positive
392052,"에스지푸드논현역마리야","메뉴 구성이 다양하고 대체로 맛있었어요.",positive
392052,"에스지푸드논현역마리야","가성비 괜찮고 직원분들도 친절했습니다.",positive
392052,"에스지푸드논현역마리야","자주는 아니어도 가끔 생각날 것 같아요.",positive
392052,"에스지푸드논현역마리야","맛이 없는 건 아닌데 굳이 다시 갈 정도는 아니에요.",negative
392052,"에스지푸드논현역마리야","깔끔한 매장이고 음식도 준수했습니다.",positive
392052,"에스지푸드논현역마리야","맛도 없고 양도 적어서 두 번은 안 갈 것 같아요.",negative
392052,"에스지푸드논현역마리야","웨이팅은 길었지만 기다릴 만한 맛이었어요.",positive
392052,"에스지푸드논현역마리야","동네에 이런 맛집이 있다는 게 행운이에요.",positive
392052,"에스지푸드논현역마리야","다시는 방문하고 싶지 않은 곳입니다.",negative
392052,"에스지푸드논현역마리야","매장이 좀 좁긴 한데 맛으로 커버되는 곳이에요.",positive
392052,"에스지푸드논현역마리야","사장님이 너무 친절하시고 음식도 정성이 느껴졌어요.",positive
587035,"우미관","가격이 아깝다는 느낌을 지울 수 없었어요.",negative
587035,"우미관","이 집 진짜 맛집이네요. 강추합니다!",positive
587035,"우미관","특별한 감동은 없었지만 꾸준히 갈 만해요.",positive
587035,"우미관","손이 많이 간 게 느껴지는 정성스러운 맛이었어요.",positive
587035,"우미관","여기 단골 됐어요, 진심으로 추천합니다.",positive
587035,"우미관","돈 아깝다는 생각이 들 정도였어요.",negative
587035,"우미관","여기 발견하고 인생 맛집 등극했어요.",positive
587035,"우미관","특별히 흠잡을 데 없이 무난했습니다.",positive
587035,"우미관","메뉴 구성이 다양하고 대체로 맛있었어요.",positive
587035,"우미관","다시는 방문하고 싶지 않은 곳입니다.",negative
587035,"우미관","서비스 정신이 아예 없는 것 같았습니다.",negative
587035,"우미관","특별한 건 없었고 평범했습니다.",negative
587035,"우미관","가격 대비 최악의 경험이었어요.",negative
587035,"우미관","이 돈 주고 이 퀄리티는 이해가 안 돼요.",negative
587035,"우미관","위생이 걱정될 정도로 관리가 안 되어 있었습니다.",negative
719114,"버거킹신논현역점","양이 적은 편이지만 맛은 확실히 좋았습니다.",positive
719114,"버거킹신논현역점","서비스도 음식도 평균 이상이었습니다.",positive
719114,"버거킹신논현역점","정말 최고예요! 다음에 또 올 거예요.",positive
719114,"버거킹신논현역점","친구들한테 자신있게 추천할 수 있는 곳이에요.",positive
719114,"버거킹신논현역점","가격 대비 양이 너무 적었습니다.",negative
719114,"버거킹신논현역점","웨이팅은 길었지만 기다릴 만한 맛이었어요.",positive
719114,"버거킹신논현역점","동네에 이런 맛집이 있다는 게 행운이에요.",positive
719114,"버거킹신논현역점","동네에 이런 맛집이 있다는 게 행운이에요.",positive
719114,"버거킹신논현역점","친구들한테 자신있게 추천할 수 있는 곳이에요.",positive
719114,"버거킹신논현역점","자리는 불편했지만 맛 하나는 인정할 만해요.",positive
719114,"버거킹신논현역점","회식 장소로 이만한 곳이 없어요, 다들 좋아했습니다.",positive
719114,"버거킹신논현역점","메뉴판이 헷갈렸지만 시킨 음식은 다 맛있었어요.",positive
719114,"버거킹신논현역점","메뉴판이 헷갈렸지만 시킨 음식은 다 맛있었어요.",positive
719114,"버거킹신논현역점","회전율 때문인지 재촉받는 느낌이었습니다.",negative
719114,"버거킹신논현역점","맛이 없는 건 아닌데 굳이 다시 갈 정도는 아니에요.",negative
624113,"에스노래팡팡","친절하긴 한데 음식 나오는 속도가 너무 느려요.",negative
624113,"에스노래팡팡","손이 많이 간 게 느껴지는 정성스러운 맛이었어요.",positive
624113,"에스노래팡팡","기대 안 했는데 생각보다 괜찮았습니다.",positive
624113,"에스노래팡팡","기대했던 것보다는 별로였어요.",negative
624113,"에스노래팡팡","기대 안 했는데 생각보다 괜찮았습니다.",positive
624113,"에스노래팡팡","여기 단골 됐어요, 진심으로 추천합니다.",positive
624113,"에스노래팡팡","기대 안 했는데 생각보다 괜찮았습니다.",positive
624113,"에스노래팡팡","리뷰만큼은 아니었어요, 평범한 수준.",negative
624113,"에스노래팡팡","분위기도 괜찮고 음식도 준수했습니다.",positive
624113,"에스노래팡팡","직원은 친절했지만 음식은 별로였습니다.",negative
624113,"에스노래팡팡","친구랑 가볍게 가기 딱 좋았어요.",positive
624113,"에스노래팡팡","웨이팅은 길었지만 기다릴 만한 맛이었어요.",positive
624113,"에스노래팡팡","자리가 좁아서 불편했습니다.",negative
624113,"에스노래팡팡","사장님이 너무 친절하시고 음식도 정성이 느껴졌어요.",positive
624113,"에스노래팡팡","분위기는 평범했지만 맛은 훌륭했어요.",positive
419485,"더바른정육식당","정말 실망했습니다. 다시는 안 갈 것 같아요.",negative
419485,"더바른정육식당","간이 너무 세서 물을 계속 마셨어요.",negative
419485,"더바른정육식당","가격 대비 양이 너무 적었습니다.",negative
419485,"더바른정육식당","다음에 또 가도 괜찮을 것 같아요.",positive
419485,"더바른정육식당","재방문 100% 확정입니다. 너무 만족스러웠어요.",positive
419485,"더바른정육식당","맛도 서비스도 완벽했습니다. 감동이에요.",positive
419485,"더바른정육식당","가격은 비싸지만 음식은 괜찮았습니다.",positive
419485,"더바른정육식당","직원은 친절했지만 음식은 제 취향이 아니었습니다.",negative
419485,"더바른정육식당","나쁘지 않고 무난하게 먹기 좋아요.",positive
419485,"더바른정육식당","이 가격에 이 퀄리티라니 믿기지 않아요.",positive
419485,"더바른정육식당","맛도 없고 양도 적어서 두 번은 안 갈 것 같아요.",negative
419485,"더바른정육식당","다시는 방문하고 싶지 않은 곳입니다.",negative
419485,"더바른정육식당","특색이 없어서 다시 찾을 것 같지는 않아요.",negative
419485,"더바른정육식당","가격은 저렴한데 맛은 딱 그 가격만큼이에요.",negative
419485,"더바른정육식당","기대한 만큼은 아니어도 만족스러운 한 끼였습니다.",positive
186599,"루프팔공팔","가격은 비싸지만 음식은 괜찮았습니다.",positive
186599,"루프팔공팔","재방문 의사 있어요, 전체적으로 좋았어요.",positive
186599,"루프팔공팔","먹자마자 감탄했습니다, 정말 훌륭해요.",positive
186599,"루프팔공팔","정말 최고예요! 다음에 또 올 거예요.",positive
186599,"루프팔공팔","맛도 서비스도 완벽했습니다. 감동이에요.",positive
186599,"루프팔공팔","특별한 감동은 없었지만 꾸준히 갈 만해요.",positive
186599,"루프팔공팔","자리가 좁아서 불편했습니다.",negative
186599,"루프팔공팔","나쁘지 않고 무난하게 먹기 좋아요.",positive
186599,"루프팔공팔","깔끔한 매장이고 음식도 준수했습니다.",positive
186599,"루프팔공팔","친구랑 가볍게 가기 딱 좋았어요.",positive
186599,"루프팔공팔","기대했던 것보다는 별로였어요.",negative
186599,"루프팔공팔","분위기는 평범했지만 맛은 훌륭했어요.",positive
186599,"루프팔공팔","웨이팅이 아깝지 않을 정도로 맛있었습니다.",positive
186599,"루프팔공팔","기대한 만큼은 아니어도 만족스러운 한 끼였습니다.",positive
186599,"루프팔공팔","기대 안 했는데 생각보다 괜찮았습니다.",positive
588514,"카페808","직원은 친절했지만 음식은 별로였습니다.",negative
588514,"카페808","무난하게 한 끼 해결하기 좋은 곳입니다.",positive
588514,"카페808","평범하지만 실패 없는 맛이었어요.",positive
588514,"카페808","기대한 만큼은 아니어도 만족스러운 한 끼였습니다.",positive
588514,"카페808","다음에 또 가도 괜찮을 것 같아요.",positive
588514,"카페808","분위기도 괜찮고 음식도 준수했습니다.",positive
588514,"카페808","기대한 만큼은 아니어도 만족스러운 한 끼였습니다.",positive
588514,"카페808","양이 적은 편이지만 맛은 확실히 좋았습니다.",positive
588514,"카페808","여기 발견하고 인생 맛집 등극했어요.",positive
588514,"카페808","분위기는 좋았는데 음식이 너무 늦게 나왔어요.",negative
588514,"카페808","직원 응대가 불친절해서 기분이 나빴습니다.",negative
588514,"카페808","웨이팅이 아깝지 않을 정도로 맛있었습니다.",positive
588514,"카페808","손이 많이 간 게 느껴지는 정성스러운 맛이었어요.",positive
588514,"카페808","분위기도 좋고 맛도 최고, 데이트 코스로 딱이에요.",positive
588514,"카페808","메뉴 구성이 다양하고 대체로 맛있었어요.",positive
621813,"프로티너신논현역점","여기 발견하고 인생 맛집 등극했어요.",positive
621813,"프로티너신논현역점","친절하고 음식도 깔끔하게 나왔어요.",positive
621813,"프로티너신논현역점","자주는 아니어도 가끔 생각날 것 같아요.",positive
621813,"프로티너신논현역점","가격은 비싸지만 음식은 괜찮았습니다.",positive
621813,"프로티너신논현역점","회식 장소로 이만한 곳이 없어요, 다들 좋아했습니다.",positive
621813,"프로티너신논현역점","매장이 좀 좁긴 한데 맛으로 커버되는 곳이에요.",positive
621813,"프로티너신논현역점","이 가격에 이 퀄리티라니 믿기지 않아요.",positive
621813,"프로티너신논현역점","평범하지만 실패 없는 맛이었어요.",positive
621813,"프로티너신논현역점","위생 상태가 너무 안 좋았어요.",negative
621813,"프로티너신논현역점","친절하고 음식도 깔끔하게 나왔어요.",positive
621813,"프로티너신논현역점","맛도 없고 양도 적어서 두 번은 안 갈 것 같아요.",negative
621813,"프로티너신논현역점","매장이 좀 좁긴 한데 맛으로 커버되는 곳이에요.",positive
621813,"프로티너신논현역점","재방문 의사 있어요, 전체적으로 좋았어요.",positive
621813,"프로티너신논현역점","분위기는 평범했지만 맛은 훌륭했어요.",positive
621813,"프로티너신논현역점","이 정도면 미슐랭감이라고 생각합니다.",positive
680773,"레드모델바","서비스도 음식도 전부 실망스러웠습니다.",negative
680773,"레드모델바","재방문 의사 있어요, 전체적으로 좋았어요.",positive
680773,"레드모델바","재료도 신선하고 사장님도 친절하세요. 최고!",positive
680773,"레드모델바","매번 갈 때마다 실망시키지 않는 곳입니다.",positive
680773,"레드모델바","생각보다 짜고 간이 안 맞았어요.",negative
680773,"레드모델바","자주는 아니어도 가끔 생각날 것 같아요.",positive
680773,"레드모델바","매번 갈 때마다 실망시키지 않는 곳입니다.",positive
680773,"레드모델바","분위기도 좋고 맛도 최고, 데이트 코스로 딱이에요.",positive
680773,"레드모델바","가족 모임으로 다시 예약했어요, 다들 만족했습니다.",positive
680773,"레드모델바","손이 많이 간 게 느껴지는 정성스러운 맛이었어요.",positive
680773,"레드모델바","분위기도 좋고 맛도 최고, 데이트 코스로 딱이에요.",positive
680773,"레드모델바","정말 최고예요! 다음에 또 올 거예요.",positive
680773,"레드모델바","재방문 100% 확정입니다. 너무 만족스러웠어요.",positive
680773,"레드모델바","직원은 친절했지만 음식은 제 취향이 아니었습니다.",negative
680773,"레드모델바","웨이팅이 아깝지 않을 정도로 맛있었습니다.",positive
103861,"세꼬시닷컴","다음에 또 가도 괜찮을 것 같아요.",positive
103861,"세꼬시닷컴","손이 많이 간 게 느껴지는 정성스러운 맛이었어요.",positive
103861,"세꼬시닷컴","친구들한테 자신있게 추천할 수 있는 곳이에요.",positive
103861,"세꼬시닷컴","자리는 불편했지만 맛 하나는 인정할 만해요.",positive
103861,"세꼬시닷컴","메뉴판이 헷갈렸지만 시킨 음식은 다 맛있었어요.",positive
103861,"세꼬시닷컴","가격은 저렴한데 맛은 딱 그 가격만큼이에요.",negative
103861,"세꼬시닷컴","분위기는 평범했지만 맛은 훌륭했어요.",positive
103861,"세꼬시닷컴","직원분이 너무 무성의하게 응대하셨어요.",negative
103861,"세꼬시닷컴","동네에 이런 맛집이 있다는 게 행운이에요.",positive
103861,"세꼬시닷컴","정말 최고예요! 다음에 또 올 거예요.",positive
103861,"세꼬시닷컴","사장님이 너무 친절하시고 음식도 정성이 느껴졌어요.",positive
103861,"세꼬시닷컴","리뷰 보고 갔는데 기대 이상이었습니다, 완전 만족.",positive
103861,"세꼬시닷컴","자리는 불편했지만 맛 하나는 인정할 만해요.",positive
103861,"세꼬시닷컴","웨이팅은 길었지만 기다릴 만한 맛이었어요.",positive
103861,"세꼬시닷컴","친절하긴 한데 음식 나오는 속도가 너무 느려요.",negative
298782,"모이라","메뉴 구성이 다양하고 대체로 맛있었어요.",positive
298782,"모이라","평범하지만 실패 없는 맛이었어요.",positive
298782,"모이라","무난하게 한 끼 해결하기 좋은 곳입니다.",positive
298782,"모이라","지금까지 가본 곳 중에 손에 꼽을 정도로 좋았어요.",positive
298782,"모이라","몇 번을 가도 질리지 않는 맛이에요.",positive
298782,"모이라","재방문 100% 확정입니다. 너무 만족스러웠어요.",positive
298782,"모이라","웨이팅은 길었지만 기다릴 만한 맛이었어요.",positive
298782,"모이라","환불받고 싶을 정도로 불쾌한 경험이었어요.",negative
298782,"모이라","직원 응대가 다소 아쉬웠어요.",negative
298782,"모이라","사장님이 너무 친절하시고 음식도 정성이 느껴졌어요.",positive
298782,"모이라","간이 너무 세서 물을 계속 마셨어요.",negative
298782,"모이라","분위기도 좋고 맛도 최고, 데이트 코스로 딱이에요.",positive
298782,"모이라","가격만 비싸고 맛은 최악이었어요.",negative
298782,"모이라","친구랑 가볍게 가기 딱 좋았어요.",positive
298782,"모이라","기대 안 했는데 생각보다 괜찮았습니다.",positive
103252,"사랑방","웨이팅은 길었지만 기다릴 만한 맛이었어요.",positive
103252,"사랑방","여기 발견하고 인생 맛집 등극했어요.",positive
103252,"사랑방","다음에 또 가도 괜찮을 것 같아요.",positive
103252,"사랑방","서비스 정신이 아예 없는 것 같았습니다.",negative
103252,"사랑방","주문한 것과 다른 메뉴가 나왔는데 대응도 별로였어요.",negative
103252,"사랑방","동네에서 편하게 가기 좋은 곳이에요.",positive
103252,"사랑방","먹자마자 감탄했습니다, 정말 훌륭해요.",positive
103252,"사랑방","특색이 없어서 다시 찾을 것 같지는 않아요.",negative
103252,"사랑방","매번 갈 때마다 실망시키지 않는 곳입니다.",positive
103252,"사랑방","나쁘지 않고 무난하게 먹기 좋아요.",positive
103252,"사랑방","주차는 불편했지만 음식이 맛있어서 괜찮았어요.",positive
103252,"사랑방","맛있게 잘 먹었습니다. 괜찮아요.",positive
103252,"사랑방","재방문 의사 있어요, 전체적으로 좋았어요.",positive
103252,"사랑방","직원 응대가 불친절해서 기분이 나빴습니다.",negative
103252,"사랑방","여기 단골 됐어요, 진심으로 추천합니다.",positive
112018,"코다차야","특색이 없어서 다시 찾을 것 같지는 않아요.",negative
112018,"코다차야","분위기도 괜찮고 음식도 준수했습니다.",positive
112018,"코다차야","친절하고 음식도 깔끔하게 나왔어요.",positive
112018,"코다차야","사장님이 너무 친절하시고 음식도 정성이 느껴졌어요.",positive
112018,"코다차야","서비스 정신이 아예 없는 것 같았습니다.",negative
112018,"코다차야","맛은 그냥저냥, 재방문 의사는 없어요.",negative
112018,"코다차야","분위기는 평범했지만 맛은 훌륭했어요.",positive
112018,"코다차야","나쁘지 않고 무난하게 먹기 좋아요.",positive
112018,"코다차야","매장이 좀 좁긴 한데 맛으로 커버되는 곳이에요.",positive
112018,"코다차야","정말 실망했습니다. 다시는 안 갈 것 같아요.",negative
112018,"코다차야","기대 안 했는데 생각보다 괜찮았습니다.",positive
112018,"코다차야","직원은 무뚝뚝했지만 음식 맛은 최고였어요.",positive
112018,"코다차야","인테리어는 예뻤지만 맛은 아쉬웠어요.",negative
112018,"코다차야","다시 갈지는 잘 모르겠어요.",negative
112018,"코다차야","맛있게 잘 먹었습니다. 괜찮아요.",positive
766196,"투썸2.0강남","음식은 맛있는데 직원이 불친절했어요.",negative
766196,"투썸2.0강남","가성비 괜찮고 직원분들도 친절했습니다.",positive
766196,"투썸2.0강남","친구들한테 자신있게 추천할 수 있는 곳이에요.",positive
766196,"투썸2.0강남","웨이팅은 길었지만 기다릴 만한 맛이었어요.",positive
766196,"투썸2.0강남","이 돈 주고 이 퀄리티는 이해가 안 돼요.",negative
766196,"투썸2.0강남","몇 번을 가도 질리지 않는 맛이에요.",positive
766196,"투썸2.0강남","서비스가 좀 느린 편이에요.",negative
766196,"투썸2.0강남","웨이팅이 아깝지 않을 정도로 맛있었습니다.",positive
766196,"투썸2.0강남","서비스도 음식도 평균 이상이었습니다.",positive
766196,"투썸2.0강남","분위기는 평범했지만 맛은 훌륭했어요.",positive
766196,"투썸2.0강남","위생 상태가 너무 안 좋았어요.",negative
766196,"투썸2.0강남","동네에 이런 맛집이 있다는 게 행운이에요.",positive
766196,"투썸2.0강남","맛은 그냥저냥, 재방문 의사는 없어요.",negative
766196,"투썸2.0강남","생각보다 짜고 간이 안 맞았어요.",negative
766196,"투썸2.0강남","정말 최고예요! 다음에 또 올 거예요.",positive
726148,"신논현역","직원은 친절했지만 음식은 제 취향이 아니었습니다.",negative
726148,"신논현역","간이 너무 세서 물을 계속 마셨어요.",negative
726148,"신논현역","이 가격에 이 퀄리티라니 믿기지 않아요.",positive
726148,"신논현역","다음에 또 가도 괜찮을 것 같아요.",positive
726148,"신논현역","맛도 서비스도 완벽했습니다. 감동이에요.",positive
726148,"신논현역","정말 실망했습니다. 다시는 안 갈 것 같아요.",negative
726148,"신논현역","양이 적은 편이지만 맛은 확실히 좋았습니다.",positive
726148,"신논현역","매번 갈 때마다 실망시키지 않는 곳입니다.",positive
726148,"신논현역","청결 상태가 살짝 아쉬웠습니다.",negative
726148,"신논현역","자리는 불편했지만 맛 하나는 인정할 만해요.",positive
726148,"신논현역","테이블도 안 치워져 있고 서비스가 엉망이었습니다.",negative
726148,"신논현역","매번 갈 때마다 실망시키지 않는 곳입니다.",positive
726148,"신논현역","인테리어는 예뻤지만 맛은 아쉬웠어요.",negative
726148,"신논현역","지금까지 가본 곳 중에 손에 꼽을 정도로 좋았어요.",positive
726148,"신논현역","맛도 없고 양도 적어서 두 번은 안 갈 것 같아요.",negative
720329,"브리오슈도레강남교보","돈 아깝다는 생각이 들 정도였어요.",negative
720329,"브리오슈도레강남교보","다른 곳이랑 비교하면 아쉬운 편이에요.",negative
720329,"브리오슈도레강남교보","가성비 괜찮고 직원분들도 친절했습니다.",positive
720329,"브리오슈도레강남교보","평범하지만 실패 없는 맛이었어요.",positive
720329,"브리오슈도레강남교보","직원은 친절했지만 음식은 제 취향이 아니었습니다.",negative
720329,"브리오슈도레강남교보","친구랑 가볍게 가기 딱 좋았어요.",positive
720329,"브리오슈도레강남교보","손이 많이 간 게 느껴지는 정성스러운 맛이었어요.",positive
720329,"브리오슈도레강남교보","정말 최고예요! 다음에 또 올 거예요.",positive
720329,"브리오슈도레강남교보","돈 아깝다는 생각이 들 정도였어요.",negative
720329,"브리오슈도레강남교보","친절하고 음식도 깔끔하게 나왔어요.",positive
720329,"브리오슈도레강남교보","친구들한테 자신있게 추천할 수 있는 곳이에요.",positive
720329,"브리오슈도레강남교보","재료도 신선하고 사장님도 친절하세요. 최고!",positive
720329,"브리오슈도레강남교보","주차는 불편했지만 음식이 맛있어서 괜찮았어요.",positive
720329,"브리오슈도레강남교보","메뉴판이 헷갈렸지만 시킨 음식은 다 맛있었어요.",positive
720329,"브리오슈도레강남교보","정말 최고예요! 다음에 또 올 거예요.",positive
722034,"풀바셋교보문고","가격 대비 최악의 경험이었어요.",negative
722034,"풀바셋교보문고","먹자마자 감탄했습니다, 정말 훌륭해요.",positive
722034,"풀바셋교보문고","가격이 아깝다는 느낌을 지울 수 없었어요.",negative
722034,"풀바셋교보문고","친구들한테 자신있게 추천할 수 있는 곳이에요.",positive
722034,"풀바셋교보문고","맛이 없는 건 아닌데 굳이 다시 갈 정도는 아니에요.",negative
722034,"풀바셋교보문고","웨이팅이 아깝지 않을 정도로 맛있었습니다.",positive
722034,"풀바셋교보문고","맛있게 잘 먹었습니다. 괜찮아요.",positive
722034,"풀바셋교보문고","이 가격에 이 퀄리티라니 믿기지 않아요.",positive
722034,"풀바셋교보문고","정말 실망했습니다. 다시는 안 갈 것 같아요.",negative
722034,"풀바셋교보문고","재방문 의사 있어요, 전체적으로 좋았어요.",positive
722034,"풀바셋교보문고","서비스도 음식도 평균 이상이었습니다.",positive
722034,"풀바셋교보문고","친절하고 음식도 깔끔하게 나왔어요.",positive
